NEW YORK CITY DEPARTMENT OF INVESTIGATION,,,,,,,,,,
NEW YORK CITY HOUSING AUTHORITY,,,,,,,,,,
OFFICE OF THE INSPECTOR GENERAL,,,,,,,,,,
,,,,,,,,,,
NYCHA'S SMALL PROCUREMENT 2021,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Procurement Type,Purchase Order Number,Purchase Order Type,Vendor Name,Contract Description,Administering Department,Ship To Location,Borough,PO Total Amount,,
SMALL PURCHASE,2117734,STANDARD,CLADDAGH ELECTRONICS LTD,"QUOTE#1532---L.I.C.-WHSE -LICW--REGEN, FOR ELEVATOR,--REQ#1583621",Supply Management - Materials Management,L.I.C.-WHSE -LICW,QN_CENTRAL OFFICE,"$8,380.00",,
NON-COMP - Sole Source,2117740,STANDARD,TRI-TRONICS CO.,TRI-TRONICS #EDGE-4NYCH---L.I.C.-WHSE -LICW--REQ#1582975-,Supply Management - Materials Management,L.I.C.-WHSE -LICW,QN_CENTRAL OFFICE,"$9,930.00",,
SMALL PURCHASE,2117835,STANDARD,WPG CORP DBA/WASHINGTON PLUMBING SPECIALTIES,"QUOTE#165718--L.I.C.-WHSE -LICW--HOSE, GAS, FLEXIBLE,--REQ#1584128",Supply Management - Materials Management,L.I.C.-WHSE -LICW,QN_CENTRAL OFFICE,"$4,968.00",,
SMALL PURCHASE,2117923,STANDARD,AMSTERDAM FIXTURE CORP.,"FIXTURE, 15 WATT FLUORESCENT, --L.I.C.-WHSE -LICW--req#1584586",Supply Management - Materials Management,L.I.C.-WHSE -LICW,QN_CENTRAL OFFICE,"$9,820.00",,
SMALL PURCHASE,2117924,STANDARD,"S & J SHEET METAL SUPPLY, INC.",structural flat stock,Supply Management - Materials Management,TECH SERV-CS-063A OS,QN_CENTRAL OFFICE,"$4,100.00",,
SMALL PURCHASE,2117993,STANDARD,KRASMAN SUPPLY CORPORATION DBA/DAYTON SUPPLY COMPANY,"QUOTE#165894---L.I.C.-WHSE -LICW--FITTING, FOR GAS STOVE--REQ#1585119",Supply Management - Materials Management,L.I.C.-WHSE -LICW,QN_CENTRAL OFFICE,"$4,920.00",,
NON-COMP - Sole Source,2117994,STANDARD,NATIONAL CHEMICAL LABORATORIES OF P.A.,"CLEANER, OVEN, AEROSOL, --L.I.C.-WHSE -LICW--REQ#1585123",Supply Management - Materials Management,L.I.C.-WHSE -LICW,QN_CENTRAL OFFICE,"$2,566.80",,
SMALL PURCHASE,2117995,STANDARD,INDEPENDENT HARDWARE INC.,QUOTE#49413--L.I.C.-WHSE -LICW--PADLOCK--1585124,Supply Management - Materials Management,L.I.C.-WHSE -LICW,QN_CENTRAL OFFICE,"$1,791.36",,
SMALL PURCHASE,2117996,STANDARD,ARGO ENVELOPE CORP.,"ENVELOPE, INTER-OFFICE TYPE, LARGE,--L.I.C.-WHSE -LICW--REQ#1585126",Supply Management - Materials Management,L.I.C.-WHSE -LICW,QN_CENTRAL OFFICE,"$3,247.50",,
SMALL PURCHASE,2117998,STANDARD,128-13 ROCKAWAY BLVD. CORP. DBA/ OZONE,"QUOTE#466854---L.I.C.-WHSE -LICW--COMPOUND, JOINT, READY-MIX-REQ#1585127",Supply Management - Materials Management,L.I.C.-WHSE -LICW,QN_CENTRAL OFFICE,"$4,860.00",,
SMALL PURCHASE,2117999,STANDARD,REDLYN ELECTRIC CORP. DBA LOUIS SHIFFMAN ELECTRIC,"QUOTE#56846--L.I.C.-WHSE -LICW--TIMESWITCH, USED FOR LIGHTING --REQ#1585121",Supply Management - Materials Management,L.I.C.-WHSE -LICW,QN_CENTRAL OFFICE,"$4,673.46",,
SMALL PURCHASE,2118000,STANDARD,WPG CORP DBA/WASHINGTON PLUMBING SPECIALTIES,"QUOTE#165705---L.I.C.-WHSE -LICW---ADAPTER, FOR FLEXIBLE GAS HOSE,--REQ#1585120",Supply Management - Materials Management,L.I.C.-WHSE -LICW,QN_CENTRAL OFFICE,"$4,995.00",,
SMALL PURCHASE,2118077,STANDARD,FIRE END & CROKER CORP,QUOTE#1018219S01--L.I.C.-WHSE -LICW-- FIRE END & CROKER #5713-C.I.-REQ#1585649,Supply Management - Materials Management,L.I.C.-WHSE -LICW,QN_CENTRAL OFFICE,"$3,667.20",,
SMALL PURCHASE,2118078,STANDARD,APR INDUSTRIES INC.,"LOCK, MORTISE, RH, WITH TRIM, --L.I.C.-WHSE -LICW--REQ#1585653",Supply Management - Materials Management,L.I.C.-WHSE -LICW,QN_CENTRAL OFFICE,"$7,136.64",,
SMALL PURCHASE,2118165,STANDARD,COURT STREET STATIONERS INC,"quote#4035--L.I.C.-WHSE -LICW--OIL WIPES, ABSORBENT, 1",Supply Management - Materials Management,L.I.C.-WHSE -LICW,QN_CENTRAL OFFICE,"$5,737.20",,
SMALL PURCHASE,2118361,STANDARD,EQUIPTEX INDUSTRIAL CORP.,"RELAY, DC, 110V; ---L.I.C.-WHSE -LICW--req#1585651",Supply Management - Materials Management,L.I.C.-WHSE -LICW,QN_CENTRAL OFFICE,"$1,002.00",,
SMALL PURCHASE,2118438,STANDARD,MTM PRINT SOLUTIONS LLC,"NYCHA 040.495,===FORM, LABEL, FIRE SAFETY ==L.I.C.-WHSE -LICW-REQ#1587333",Supply Management - Materials Management,L.I.C.-WHSE -LICW,QN_CENTRAL OFFICE,"$4,200.00",,
GOVERMENT LIST,2118687,STANDARD,"CAPP, INC",QUOTE#S2703979---L.I.C.-WHSE -LICW-- FIREYE #ED510--REQ#1588678,Supply Management - Materials Management,L.I.C.-WHSE -LICW,QN_CENTRAL OFFICE,"$3,390.00",,
SMALL PURCHASE,2118689,STANDARD,"WESCO DIST, INC.","QUOTE#945195---L.I.C.-WHSE -LICW---WALL PLATE, (1) GANG, DUPLEX OUTLET,--REQ#1588211",Supply Management - Materials Management,L.I.C.-WHSE -LICW,QN_CENTRAL OFFICE,"$6,120.00",,
SMALL PURCHASE,2118690,STANDARD,G.S. DUNHAM LLC,QUOTE#12952--L.I.C.-WHSE -LICW-- DUNHAM/MEPCO #ML7298--REQ#1587799,Supply Management - Materials Management,L.I.C.-WHSE -LICW,QN_CENTRAL OFFICE,"$4,080.00",,
GOVERMENT LIST,2118815,STANDARD,NATIONAL INDUSTRIES FOR THE BLIND,"MOP, 16 0Z. SYNTHETIC FINISHING--L.I.C.-WHSE -LICW--REQ#1589202",Supply Management - Materials Management,L.I.C.-WHSE -LICW,QN_CENTRAL OFFICE,"$7,309.20",,
GOVERMENT LIST,2118900,STANDARD,W.W. GRAINGER INC.,"QUOTE#2049200650--L.I.C.-WHSE -LICW--NY STATE CONTRACT#PC67235--CLEANER, DEGREASER,--REQ#1590098",Supply Management - Materials Management,L.I.C.-WHSE -LICW,QN_CENTRAL OFFICE,"$9,204.48",,
SMALL PURCHASE,2118901,STANDARD,WPG CORP DBA/WASHINGTON PLUMBING SPECIALTIES,"QUOTE#166565---L.I.C.-WHSE -LICW--HOSE, 60"", FLEXIBLE--REQ#1590094",Supply Management - Materials Management,L.I.C.-WHSE -LICW,QN_CENTRAL OFFICE,"$2,856.00",,
SMALL PURCHASE,2118902,STANDARD,G.S. DUNHAM LLC,QUOTE#12972--L.I.C.-WHSE -LICW--HEATING SUPPLIES--REQ#1590093,Supply Management - Materials Management,L.I.C.-WHSE -LICW,QN_CENTRAL OFFICE,"$3,042.00",,
SMALL PURCHASE,2119193,STANDARD,128-13 ROCKAWAY BLVD. CORP. DBA/ OZONE,"QUOTE#467712--L.I.C.-WHSE -LICW--COMPOUND, JOINT, READY-MIX, N--REQ#1591440",Supply Management - Materials Management,L.I.C.-WHSE -LICW,QN_CENTRAL OFFICE,"$4,716.00",,
SMALL PURCHASE,2119272,STANDARD,KRASMAN SUPPLY CORPORATION DBA/DAYTON SUPPLY COMPANY,QUOTE#166561--L.I.C.-WHSE -LICW--PLUMBING SUPPLIES--REQ#1592204,Supply Management - Materials Management,L.I.C.-WHSE -LICW,QN_CENTRAL OFFICE,"$5,562.20",,
SMALL PURCHASE,2119424,STANDARD,"CLADDAGH CONTROLS, CORP.",QUOTE#4856--L.I.C.-WHSE -LICW--ELEVATOR PARTS--REQ#1591756,Supply Management - Materials Management,L.I.C.-WHSE -LICW,QN_CENTRAL OFFICE,"$6,310.00",,
SMALL PURCHASE,2119431,STANDARD,AMSTERDAM FIXTURE CORP.,"DIFFUSER, 4 FT X 2-7/16"" HIGH--L.I.C.-WHSE -LICW--req#1591438",Supply Management - Materials Management,L.I.C.-WHSE -LICW,QN_CENTRAL OFFICE,$900.00,,
GOVERMENT LIST,2119432,STANDARD,"WESCO DIST, INC.",QUOTE#969933-NY STATE CONTRACT PC67237--ELECTRICAL SUPPLIES--REQ#1592200,Supply Management - Materials Management,L.I.C.-WHSE -LICW,QN_CENTRAL OFFICE,"$5,446.80",,
SMALL PURCHASE,2119503,STANDARD,WPG CORP DBA/WASHINGTON PLUMBING SPECIALTIES,quote#q167238--L.I.C.-WHSE -LICW--plumbing parts--REQ#1597415,Supply Management - Materials Management,L.I.C.-WHSE -LICW,QN_CENTRAL OFFICE,"$4,309.80",,
SMALL PURCHASE,2119507,STANDARD,ARGO ENVELOPE CORP.,"ENVELOPE, 6"" X 9""--L.I.C.-WHSE -LICW--REQ#1592624",Supply Management - Materials Management,L.I.C.-WHSE -LICW,QN_CENTRAL OFFICE,$450.00,,
SMALL PURCHASE,2119601,STANDARD,MTM PRINT SOLUTIONS LLC,SIGN PLEASE DO NOT THROW--NYCHA #060.199.--L.I.C.-WHSE -LICW-REQ#1593070,Supply Management - Materials Management,L.I.C.-WHSE -LICW,QN_CENTRAL OFFICE,"$3,320.00",,
SMALL PURCHASE,2119750,STANDARD,MERCURY PAINT CORP,QUOTE#10096290--L.I.C.-WHSE -LICW---READY MIX COMPOUND--REQ#1593793,Supply Management - Materials Management,L.I.C.-WHSE -LICW,QN_CENTRAL OFFICE,"$7,227.00",,
SMALL PURCHASE,2119801,STANDARD,COURT STREET STATIONERS INC,"quote#4062--L.I.C.-WHSE -LICW--paper, card stock--req#1590499",Supply Management - Materials Management,L.I.C.-WHSE -LICW,QN_CENTRAL OFFICE,"$6,508.10",,
SMALL PURCHASE,2119816,STANDARD,G.S. DUNHAM LLC,"QUOTE#12992--L.I.C.-WHSE -LICW--VALVE, ANGLE PATTERN--REQ#1594434",Supply Management - Materials Management,L.I.C.-WHSE -LICW,QN_CENTRAL OFFICE,"$4,212.00",,
GOVERMENT LIST,2119970,STANDARD,"WESCO DIST, INC.",QUOTE#997727--L.I.C.-WHSE -LICW--ELECTRICAL SUPPLIES--REQ#1595455,Supply Management - Materials Management,L.I.C.-WHSE -LICW,QN_CENTRAL OFFICE,"$2,674.08",,
SMALL PURCHASE,2120021,STANDARD,APR INDUSTRIES INC.,", APR*USA #ML850-08-LH-F21-TA-US3 LH--L.I.C.-WHSE -LICW--",Supply Management - Materials Management,L.I.C.-WHSE -LICW,QN_CENTRAL OFFICE,"$9,885.60",,
SMALL PURCHASE,2120048,STANDARD,UNITED SUPPLY CORP.,QUOTE#545001--L.I.C.-WHSE -LICW--SPONGE---REQ#1595871,Supply Management - Materials Management,L.I.C.-WHSE -LICW,QN_CENTRAL OFFICE,"$2,554.56",,
SMALL PURCHASE,2120052,STANDARD,ULINE ENTERPRISES,QUOTE#64519717--SMD WAREHOUSE OPS -0064--PLASTIC WRAPS--REQ#1593366,Supply Management - Materials Management,SMD WAREHOUSE OPS -0064,QN_CENTRAL OFFICE,"$7,872.00",,
SMALL PURCHASE,2120053,STANDARD,KRASMAN SUPPLY CORPORATION DBA/DAYTON SUPPLY COMPANY,"QUOTE#167031--L.I.C.-WHSE -LICW-- KEYFLEX #7Q--COMPENSATOR,--REQ#1595872",Supply Management - Materials Management,L.I.C.-WHSE -LICW,QN_CENTRAL OFFICE,"$4,800.00",,
SMALL PURCHASE,2120136,STANDARD,BUG OFF PEST CONTROL CENTER,"GLUE BOARD, MOUSE, FLAT TYPE--L.I.C.-WHSE -LICW--REQ#1596370",Supply Management - Materials Management,L.I.C.-WHSE -LICW,QN_CENTRAL OFFICE,"$7,560.00",,
SMALL PURCHASE,2120138,STANDARD,BUG OFF PEST CONTROL CENTER,Catchmaster 24GRB Rat Mats --L.I.C.-WHSE -LICW--REQ#1596370,Supply Management - Materials Management,L.I.C.-WHSE -LICW,QN_CENTRAL OFFICE,"$4,500.00",,
SMALL PURCHASE,2120273,STANDARD,"BART ELEVATOR SERVICES, CORP",QUOTE#201084--L.I.C.-WHSE -LICW--GAL ELEVATOR PARTS..REQ#1593071,Supply Management - Materials Management,L.I.C.-WHSE -LICW,QN_CENTRAL OFFICE,"$1,918.80",,
GOVERMENT LIST,2120358,STANDARD,NATIONAL INDUSTRIES FOR THE BLIND,NATIONAL INDUSTRIES F/T BLIND #211.5--L.I.C.-WHSE -LICW--REQ#1596889,Supply Management - Materials Management,L.I.C.-WHSE -LICW,QN_CENTRAL OFFICE,"$4,385.52",,
SMALL PURCHASE,2120429,STANDARD,APR INDUSTRIES INC.,"LOCK, MORTISE, --L.I.C.-WHSE -LICW---REQ#1596891",Supply Management - Materials Management,L.I.C.-WHSE -LICW,QN_CENTRAL OFFICE,"$9,885.60",,
SMALL PURCHASE,2120454,STANDARD,MERCURY PAINT CORP,"QUOTE#1009669--L.I.C.-WHSE -LICW--COMPOUND, JOINT, READY-MIX, --REQ#1597728",Supply Management - Materials Management,L.I.C.-WHSE -LICW,QN_CENTRAL OFFICE,"$5,028.00",,
SMALL PURCHASE,2120518,STANDARD,KRASMAN SUPPLY CORPORATION DBA/DAYTON SUPPLY COMPANY,QUOTE#167622--L.I.C.-WHSE -LICW--PLUMBING SUPPLIES--REQ#1597726,Supply Management - Materials Management,L.I.C.-WHSE -LICW,QN_CENTRAL OFFICE,"$8,036.97",,
SMALL PURCHASE,2120633,STANDARD,AMSTERDAM FIXTURE CORP.,"FIXTURE, 15 WATT FLUORESCENT,--L.I.C.-WHSE -LICW--REQ#1598530",Supply Management - Materials Management,L.I.C.-WHSE -LICW,QN_CENTRAL OFFICE,"$8,800.00",,
SMALL PURCHASE,2120649,STANDARD,UNITED SUPPLY CORP.,"quote#546466---L.I.C.-WHSE -LICW---SPONGE, CELLULOSE,--req#1598531",Supply Management - Materials Management,L.I.C.-WHSE -LICW,QN_CENTRAL OFFICE,"$1,330.80",,
SMALL PURCHASE,2120718,STANDARD,"MOTION CONTROL ENGINEERING, INC.","QUOTE#20345672---L.I.C.-WHSE -LICW--BOARD, PC, I024D, MOTION CONTROL # T-I024D--REQ#1598534",Supply Management - Materials Management,L.I.C.-WHSE -LICW,QN_CENTRAL OFFICE,"$9,700.00",,
NON-COMP - Sole Source,2120908,STANDARD,ALPHA CHEMICAL SERVICES INC,"product #5524 --POLISH, LEMON OIL, IN (5) GALLON PAILS--L.I.C.-WHSE -LICW--REQ#1600130",Supply Management - Materials Management,L.I.C.-WHSE -LICW,QN_CENTRAL OFFICE,"$4,537.34",,
SMALL PURCHASE,2120909,STANDARD,COURT STREET STATIONERS INC,"QUOTE#4035--L.I.C.-WHSE -LICW---OIL WIPES, ABSORBENT,--REQ#1600132",Supply Management - Materials Management,L.I.C.-WHSE -LICW,QN_CENTRAL OFFICE,"$8,605.44",,
SMALL PURCHASE,2120910,STANDARD,TWI-LAQ INDUSTRIES INC,QUOTE#Q001701--L.I.C.-WHSE -LICW--FLOOR FINISH--REQ#1600130,Supply Management - Materials Management,L.I.C.-WHSE -LICW,QN_CENTRAL OFFICE,"$4,731.00",,
SMALL PURCHASE,2121007,STANDARD,"CLADDAGH CONTROLS, CORP.","QUOTE#4950---L.I.C.-WHSE -LICW--INVERTER, FOR ELEVATOR, --REQ#1600680",Supply Management - Materials Management,L.I.C.-WHSE -LICW,QN_CENTRAL OFFICE,"$7,839.00",,
GOVERMENT LIST,2121015,STANDARD,"WESCO DIST, INC.",QUOTE#044152--NY STATE CONTRCAT#PC67237--L.I.C.-WHSE -LICW--ELECTRICAL ITEMS--REQ#1598529,Supply Management - Materials Management,L.I.C.-WHSE -LICW,QN_CENTRAL OFFICE,$492.48,,
SMALL PURCHASE,2121049,STANDARD,APR INDUSTRIES INC.,"QUOTE#443--L.I.C.-WHSE -LICW--LOCK, MORTISE--REQ#1600133",Supply Management - Materials Management,L.I.C.-WHSE -LICW,QN_CENTRAL OFFICE,"$9,501.80",,
SMALL PURCHASE,2121126,STANDARD,REDLYN ELECTRIC CORP. DBA LOUIS SHIFFMAN ELECTRIC,"QUOTE#59487--L.I.C.-WHSE -LICW--BREAKER, CIRCUIT, 20 AMP,--REQ#1600942",Supply Management - Materials Management,L.I.C.-WHSE -LICW,QN_CENTRAL OFFICE,"$1,440.00",,
PREFERRED SOURCE,2121221,STANDARD,NATIONAL INDUSTRIES FOR THE BLIND,"MOP, 16 0Z. SYNTHETIC FINISHING,--L.I.C.-WHSE -LICW--REQ#1601885",Supply Management - Materials Management,L.I.C.-WHSE -LICW,QN_CENTRAL OFFICE,"$2,923.68",,
SMALL PURCHASE,2121285,STANDARD,"CLADDAGH CONTROLS, CORP.","QUOTE#4949--L.I.C.-WHSE -LICW--INVERTER, FOR ELEVATOR, KEB F5 ELEVATOR DRIVE--REQ#1602354",Supply Management - Materials Management,L.I.C.-WHSE -LICW,QN_CENTRAL OFFICE,"$9,252.00",,
SMALL PURCHASE,2121299,STANDARD,KRASMAN SUPPLY CORPORATION DBA/DAYTON SUPPLY COMPANY,QUOTE#Q167766R---L.I.C.-WHSE -LICW--PLUMBING SUPPLIES--REQ#1600678,Supply Management - Materials Management,L.I.C.-WHSE -LICW,QN_CENTRAL OFFICE,"$9,692.00",,
GOVERMENT LIST,2121308,STANDARD,W.W. GRAINGER INC.,TECH SERV-CENTRAL SHP-F063 - ELECTRIC WATER HEATER - NYS CONTRACT #PC67235 - QUOTE #2049514539,Supply Management - Materials Management,TECH SERV-CENTRAL SHP-F063,QN_CENTRAL OFFICE,$597.82,,
SMALL PURCHASE,2121430,STANDARD,FIRE END & CROKER CORP,"Quote No. *120321PS01---L.I.C.-WHSE -LICW--CAP, & CHAIN, 2-1/2"", COLOR - RED, FOR STAND PIPE",Supply Management - Materials Management,L.I.C.-WHSE -LICW,QN_CENTRAL OFFICE,"$3,667.20",,
SMALL PURCHASE,2121431,STANDARD,BUG OFF PEST CONTROL CENTER,CATCHMASTER # 24 CRB--L.I.C.-WHSE -LICW--REQ#1603229,Supply Management - Materials Management,L.I.C.-WHSE -LICW,QN_CENTRAL OFFICE,"$9,000.00",,
SMALL PURCHASE,2121433,STANDARD,"CLADDAGH CONTROLS, CORP.",ESTIMATE#4968--L.I.C.-WHSE -LICW--MAGNETEK #HPV 900 S2--REQ#1600944,Supply Management - Materials Management,L.I.C.-WHSE -LICW,QN_CENTRAL OFFICE,"$7,839.00",,
SMALL PURCHASE,2121469,STANDARD,"BART ELEVATOR SERVICES, CORP","QUOTE#201113---L.I.C.-WHSE -LICW--, GAL #MTR0008N--REQ#1600131",Supply Management - Materials Management,L.I.C.-WHSE -LICW,QN_CENTRAL OFFICE,"$5,560.00",,
SMALL PURCHASE,2121646,STANDARD,AMSTERDAM FIXTURE CORP.,"FIXTURE, 15 WATT FLUORESCENT,--L.I.C.-WHSE -LICW--REQ#1604173",Supply Management - Materials Management,L.I.C.-WHSE -LICW,QN_CENTRAL OFFICE,"$9,200.00",,
SMALL PURCHASE,2121648,STANDARD,GENERAL MAINTENANCE SUPPLY CORP,"QUOTE#49938-000--L.I.C.-WHSE -LICW--PULL, DOOR, 6-1/2"" X 1-3/4""-REQ#1604176",Supply Management - Materials Management,L.I.C.-WHSE -LICW,QN_CENTRAL OFFICE,"$1,332.00",,
SMALL PURCHASE,2121795,STANDARD,TODD HARRIS COMPANY INC.,"PROPOSAL#07038---L.I.C.-WHSE -LICW--KIT, FEEDWATER TEST --REQ#1605067",Supply Management - Materials Management,L.I.C.-WHSE -LICW,QN_CENTRAL OFFICE,"$4,710.60",,
SMALL PURCHASE,2121811,STANDARD,APR INDUSTRIES INC.,"QUOTE#442--L.I.C.-WHSE -LICW--LOCK, MORTISE TYPE, LEFT HAND,--REQ#1600133",Supply Management - Materials Management,L.I.C.-WHSE -LICW,QN_CENTRAL OFFICE,"$9,594.00",,
SMALL PURCHASE,2121813,STANDARD,APR INDUSTRIES INC.,"QUOTE#444--L.I.C.-WHSE -LICW--LOCK, MORTISE TYPE, RIGHT HAND--REQ#1599707",Supply Management - Materials Management,L.I.C.-WHSE -LICW,QN_CENTRAL OFFICE,"$9,594.00",,
SMALL PURCHASE,2121820,STANDARD,AETNA ELECTRIC LLC,"QUOTE#S2470705--L.I.C.-WHSE -LICW--LAMP, 24 VAC (LED) WARM WHITE--REQ#1598529#",Supply Management - Materials Management,L.I.C.-WHSE -LICW,QN_CENTRAL OFFICE,$660.00,,
PREFERRED SOURCE,2121966,STANDARD,NYS DEPT OF CORRECTIONAL SERVICE,"HANDLE, DUST PAN, TYPE 2,--L.I.C.-WHSE -LICW--REQ#1606030",Supply Management - Materials Management,L.I.C.-WHSE -LICW,QN_CENTRAL OFFICE,"$3,720.00",,
SMALL PURCHASE,2121968,STANDARD,INDEPENDENT HARDWARE INC.,"QUOTE#49776--L.I.C.-WHSE -LICW--PADLOCK, 2-1/2"" DIA X 1-1/2"" --REQ#1606032",Supply Management - Materials Management,L.I.C.-WHSE -LICW,QN_CENTRAL OFFICE,"$1,791.36",,
GOVERMENT LIST,2121970,STANDARD,"WESCO DIST, INC.","QUOTE#063944--NY STATE CONTRACT PC67237-L.I.C.-WHSE -LICW--LIGHT, 14W FLUOR.,--REQ#1606028",Supply Management - Materials Management,L.I.C.-WHSE -LICW,QN_CENTRAL OFFICE,"$5,824.80",,
SMALL PURCHASE,2122047,STANDARD,ELEVATOR TECHNOLOGY CORP,QUOTE#2021-1214-1--L.I.C.-WHSE -LICW--GAL ELEVATOR PARTS--REQ#1606398,Supply Management - Materials Management,L.I.C.-WHSE -LICW,QN_CENTRAL OFFICE,"$2,336.40",,
SMALL PURCHASE,2122048,STANDARD,MERCURY PAINT CORP,"QUOTE#10097480--L.I.C.-WHSE -LICW--COMPOUND, JOINT, READY-MIX, -REQ#1606400",Supply Management - Materials Management,L.I.C.-WHSE -LICW,QN_CENTRAL OFFICE,"$5,028.00",,
SMALL PURCHASE,2122137,STANDARD,WEBSTER LOCK & HARDWARE INC.,SMD WAREHOUSE OPS -0064 - HARDWARE.HARDWARE - DOOR Medeco 1-1/8 Mortise Cylinder Keyed to Sample,Supply Management - Materials Management,SMD WAREHOUSE OPS -0064,QN_CENTRAL OFFICE,$210.00,,
GOVERMENT LIST,2122299,STANDARD,SHARDA PAPER INC,QUOTE#1430--L.I.C.-WHSE -LICW--LEGAL SIZE PAPER..,Supply Management - Materials Management,L.I.C.-WHSE -LICW,QN_CENTRAL OFFICE,"$9,750.00",,
SMALL PURCHASE,2122591,STANDARD,WASTE CONNECTIONS OF NEW YORK INC,SMD Warehouse Ops - Rental of a 30 Yard Container for the Tram Warehouse; Req. 1608576,Supply Management - Materials Management,SMD WAREHOUSE OPS -0064,QN_CENTRAL OFFICE,$900.00,,
SMALL PURCHASE,2100031,STANDARD,"TOMEX ELECTRONICS, INC.",CityWide/L.I.C.W- QUOTE# 5776 FIRE SAFETY,Supply Management - Procurement,CityWide/L.I.C. Warehouse,QN_CENTRAL OFFICE,$755.45,,
SMALL PURCHASE,2100052,STANDARD,CONSERVE LIGHTING & ELECTRIC SUPPLIES,CityWide/L.I.C.W- QUOTE# 803229 SURGE PROTECTOR/ SUPPRESSOR,Supply Management - Procurement,CityWide/L.I.C. Warehouse,QN_CENTRAL OFFICE,$495.00,,
SMALL PURCHASE,2100056,STANDARD,CONSERVE LIGHTING & ELECTRIC SUPPLIES,CityWide/L.I.C.W- QUOTE# 803226 (28) HEATERS,Supply Management - Procurement,CityWide/L.I.C. Warehouse,QN_CENTRAL OFFICE,"$2,614.00",,
SMALL PURCHASE,2100057,STANDARD,CONSERVE LIGHTING & ELECTRIC SUPPLIES,CityWide/L.I.C.W- QUOTE# 803223 (53) BATTERY,Supply Management - Procurement,CityWide/L.I.C. Warehouse,QN_CENTRAL OFFICE,$831.80,,
SMALL PURCHASE,2100067,STANDARD,BOMARK INSTRUMENTS INC.,CityWide/L.I.C.W- QUOTE# 010521-NYH2 BATTERY,Supply Management - Procurement,CityWide/L.I.C. Warehouse,QN_CENTRAL OFFICE,$718.00,,
SMALL PURCHASE,2100087,STANDARD,FASTENAL COMPANY,CityWide/L.I.C.W- QUOTE# 84379 UNDER NYS CONTRACT# PC67227,Supply Management - Procurement,CityWide/L.I.C. Warehouse,QN_CENTRAL OFFICE,"$2,274.00",,
SMALL PURCHASE,2100095,STANDARD,FASTENAL COMPANY,CityWide/L.I.C.W- QUOTE# 84329 UNDER NYS CONTRACT# PC67227,Supply Management - Procurement,CityWide/L.I.C. Warehouse,QN_CENTRAL OFFICE,"$2,625.72",,
SMALL PURCHASE,2100163,STANDARD,FASTENAL COMPANY,CityWide/L.I.C.W- QUOTE# 84447 UNDER NYS CONTRACT# PC67227 (11) LENS,Supply Management - Procurement,CityWide/L.I.C. Warehouse,QN_CENTRAL OFFICE,$377.04,,
SMALL PURCHASE,2100169,STANDARD,CONSERVE LIGHTING & ELECTRIC SUPPLIES,CityWide/L.I.C.W- QUOTE# 803260 **REQ 1472849 & 1426191**,Supply Management - Procurement,CityWide/L.I.C. Warehouse,QN_CENTRAL OFFICE,$220.00,,
SMALL PURCHASE,2100177,STANDARD,CONSERVE LIGHTING & ELECTRIC SUPPLIES,CityWide/L.I.C.W- QUOTE# 803277 (11) BALLAST **REQ 1477189 & 1465721**,Supply Management - Procurement,CityWide/L.I.C. Warehouse,QN_CENTRAL OFFICE,$830.00,,
SMALL PURCHASE,2100179,STANDARD,CONSERVE LIGHTING & ELECTRIC SUPPLIES,CityWide/L.I.C.W- QUOTE# 803276 (90) TAPE,Supply Management - Procurement,CityWide/L.I.C. Warehouse,QN_CENTRAL OFFICE,$375.00,,
SMALL PURCHASE,2100220,STANDARD,W.W. GRAINGER INC.,CityWide/L.I.C.W- QUOTE# 2046436410 UNDER NYS CONTRACT# PC67235 (490PCS) ELBOW,Supply Management - Procurement,CityWide/L.I.C. Warehouse,QN_CENTRAL OFFICE,$793.80,,
SMALL PURCHASE,2100251,STANDARD,STRATEGIC RESPONSE INITIATIVES,CityWide/L.I.C.W- QUOTE# 6082860 **REQ 1426953 & 1432537** (103) SWITCH,Supply Management - Procurement,CityWide/L.I.C. Warehouse,QN_CENTRAL OFFICE,$807.33,,
SMALL PURCHASE,2100253,STANDARD,BOMARK INSTRUMENTS INC.,CityWide/L.I.C.W- QUOTE# 10721-NYH22 (22) CORD,Supply Management - Procurement,CityWide/L.I.C. Warehouse,QN_CENTRAL OFFICE,"$2,109.80",,
SMALL PURCHASE,2100323,STANDARD,W.W. GRAINGER INC.,CityWide/L.I.C.W- QUOTE# 2046397919 UNDER NYS CONTRACT# PC67235 (300) RECEPTACLES,Supply Management - Procurement,CityWide/L.I.C. Warehouse,QN_CENTRAL OFFICE,"$4,881.00",,
SMALL PURCHASE,2100326,STANDARD,FASTENAL COMPANY,"CityWide/L.I.C.W- QUOTE# 84581 UNDER NYS CONTRACT# PC67227 (1,560) RECEPTACLES",Supply Management - Procurement,CityWide/L.I.C. Warehouse,QN_CENTRAL OFFICE,"$3,975.75",,
SMALL PURCHASE,2100334,STANDARD,GRANT ELECTRICAL SUPPLY,CityWide/L.I.C.W- UNDER NYS CONTRACT# PC2120Q02,Supply Management - Procurement,CityWide/L.I.C. Warehouse,QN_CENTRAL OFFICE,"$2,788.13",,
